1.894	1.059	5.074	0.172	2.134	44.277
1.996	1.123	15.074	0.188	2.389	63.779
1.805	2.016	7.695	0.203	3.337	63.008
1.998	1.390	1.316	0.133	3.255	42.985
1.996	1.111	12.508	0.180	2.464	58.507
1.768	1.300	10.594	0.133	2.208	56.031
2.000	1.299	8.195	0.117	2.910	52.984
1.856	1.750	15.555	0.148	2.645	71.427
1.593	1.122	2.348	0.195	3.916	41.664
1.336	1.376	0.961	0.141	3.449	40.332
1.950	1.139	14.781	0.133	5.027	68.465
0.608	1.063	9.566	0.156	3.929	53.173
1.487	1.286	6.797	0.141	2.863	48.565
1.974	1.009	1.211	0.164	2.566	37.438
1.869	1.322	4.645	0.133	3.013	47.103
1.598	1.118	8.277	0.125	2.244	49.317
0.964	1.033	8.113	0.141	4.617	51.553
1.876	1.139	9.961	0.125	2.283	53.415
1.220	1.082	7.012	0.109	2.973	47.994
1.956	1.007	2.539	0.172	2.623	39.022
1.356	1.279	3.570	0.039	3.424	43.726
1.995	1.103	0.867	0.164	2.092	37.223
1.433	1.304	15.121	0.102	1.923	62.501
1.910	1.040	9.930	0.156	2.278	53.098
1.880	1.409	1.828	0.125	4.141	46.891
1.772	1.043	2.848	0.117	2.963	40.694
1.562	1.296	11.715	0.148	6.502	66.258
0.979	1.367	14.824	0.156	3.526	65.848
1.779	1.665	6.445	0.172	3.168	56.484
0.921	4.003	12.227	0.188	2.523	111.814
2.000	1.095	10.223	0.086	3.217	55.039
0.541	1.418	8.590	0.125	1.949	50.016
1.993	1.555	14.914	0.180	3.249	69.818
1.960	1.195	10.387	0.188	4.129	60.167
2.000	2.067	13.934	0.164	4.849	76.774
1.998	1.214	9.848	0.195	3.563	57.302
1.636	2.076	7.578	0.117	3.731	64.457
1.553	1.173	2.727	0.141	2.693	40.594
1.777	4.064	6.609	0.078	3.018	105.302
0.720	1.601	8.148	0.203	3.237	54.827
1.663	1.563	6.223	0.180	1.874	49.501
1.649	1.193	3.746	0.141	1.839	40.013
1.996	1.185	3.242	0.148	2.839	45.179
1.984	1.061	5.141	0.180	2.983	46.123
1.861	1.105	10.531	0.156	2.585	56.075
1.396	1.666	1.328	0.094	2.165	42.296
1.544	1.324	9.422	0.148	1.176	50.315
1.185	1.639	5.066	0.125	2.793	50.620
1.773	1.223	15.859	0.195	2.929	66.442
1.895	1.247	6.668	0.172	2.816	49.562
1.918	1.035	8.445	0.203	2.128	48.450
1.998	1.486	13.336	0.203	1.934	60.791
1.974	1.101	15.594	0.117	1.561	61.764
1.534	1.065	14.996	0.156	2.506	60.132
1.829	1.143	3.602	0.109	5.316	49.011
1.830	1.693	6.848	0.133	3.488	56.818
1.718	2.150	5.094	0.195	2.913	57.545
1.361	1.226	2.914	0.219	3.598	41.615
1.840	1.158	10.504	0.148	2.257	56.935
1.985	1.373	5.969	0.125	3.140	51.666
0.882	1.023	12.180	0.156	5.258	61.447
1.992	1.035	6.832	0.156	2.347	45.331
1.968	1.212	12.742	0.172	2.718	61.025
1.134	1.091	0.680	0.203	3.620	39.141
1.894	1.111	8.246	0.141	4.871	55.233
1.182	1.026	14.688	0.141	1.498	57.673
1.391	4.891	6.020	0.172	4.103	134.688
1.804	1.173	4.914	0.141	3.585	48.996
1.939	1.022	8.742	0.180	5.313	55.445
1.602	1.076	6.863	0.195	3.735	52.343
1.578	1.051	6.336	0.180	2.109	46.345
1.238	1.610	8.812	0.094	3.339	56.785
1.282	3.072	15.320	0.133	2.574	96.219
1.490	3.257	6.395	0.133	1.759	80.956
0.971	1.166	7.555	0.195	1.726	44.434
1.989	1.286	13.355	0.109	1.856	60.525
1.875	1.471	8.453	0.180	3.389	55.992
1.132	1.900	10.484	0.203	4.420	67.579
0.566	1.103	1.996	0.109	3.376	39.730
1.965	1.351	15.832	0.227	2.601	66.876
1.999	1.314	11.410	0.195	2.870	58.170
1.944	1.091	7.945	0.180	3.541	52.421
1.847	1.124	9.359	0.102	1.889	49.112
0.957	1.107	9.906	0.141	3.082	52.615
1.801	8.182	12.492	0.211	2.570	301.103
1.977	1.279	9.426	0.172	2.970	56.176
1.820	1.251	12.473	0.211	1.268	61.647
1.886	1.481	0.000	0.148	2.209	39.882
1.709	1.584	14.965	0.164	2.847	68.254
0.678	2.414	11.000	0.156	2.991	70.569
0.639	1.159	10.168	0.164	2.765	53.455
1.882	1.216	6.660	0.133	2.213	48.616
1.854	1.032	3.977	0.148	2.934	42.531
1.596	1.635	4.469	0.180	2.423	48.736
1.928	1.207	3.863	0.148	3.191	45.594
1.207	2.579	3.617	0.125	2.203	61.757
1.998	1.275	1.012	0.227	2.218	40.566
1.991	1.643	12.812	0.148	2.785	65.131
1.032	1.057	4.750	0.148	2.656	41.639
1.056	2.883	5.723	0.203	2.135	71.950
1.391	1.192	8.230	0.102	3.603	54.366
1.711	1.003	9.871	0.133	4.086	56.405
1.820	1.014	9.285	0.172	3.196	53.640
0.183	1.203	8.645	0.188	2.127	48.152
1.724	1.146	9.867	0.133	3.658	54.178
1.206	1.069	5.168	0.188	2.993	44.175
1.991	1.083	10.203	0.180	2.200	50.797
1.672	1.464	13.562	0.102	2.721	64.067
2.000	1.080	0.387	0.164	2.589	36.642
1.978	1.236	7.422	0.133	3.631	54.797
0.316	4.114	7.488	0.094	2.646	104.062
1.988	1.474	0.555	0.109	1.264	35.573
1.981	2.711	2.363	0.148	3.549	63.811
0.332	1.337	0.008	0.141	3.278	36.179
1.878	1.140	14.398	0.117	3.880	64.404
1.447	1.029	1.512	0.133	2.079	34.526
1.365	1.262	15.684	0.156	2.407	64.259
0.330	1.098	4.566	0.164	2.729	41.587
1.987	1.018	7.234	0.133	1.805	46.577
0.971	1.036	7.762	0.164	2.850	52.127
1.998	1.073	2.957	0.203	3.175	41.786
1.869	1.045	9.699	0.117	3.110	56.087
1.638	1.269	2.184	0.156	3.938	45.404
1.999	1.187	5.801	0.148	2.212	46.238
1.999	1.461	4.457	0.188	3.375	52.730
1.897	1.452	4.125	0.180	2.734	49.222
1.848	1.233	1.852	0.250	5.264	44.791
1.833	1.200	5.406	0.148	2.807	43.976
1.922	1.023	1.539	0.211	3.939	41.649
2.000	1.335	13.148	0.109	3.043	64.072
1.930	1.141	5.098	0.133	2.156	45.201
1.988	1.428	3.492	0.125	2.230	45.925
1.885	1.211	5.988	0.148	3.036	50.204
1.952	1.919	15.039	0.227	1.987	73.726
1.864	1.327	6.012	0.109	4.296	50.850
0.854	1.537	1.910	0.148	2.792	42.160
1.715	1.362	0.727	0.172	2.208	39.598
1.638	1.058	3.344	0.172	2.376	40.222
1.600	1.118	0.922	0.133	2.606	38.091
1.281	1.639	9.375	0.125	1.923	57.406
1.218	1.095	13.703	0.156	5.314	65.295
1.973	1.951	11.652	0.141	2.921	70.192
1.768	1.257	9.066	0.141	4.037	56.985
1.083	1.030	6.480	0.172	2.917	44.858
1.506	1.116	13.223	0.148	2.745	60.436
1.678	1.343	13.227	0.133	3.594	63.000
1.387	1.113	14.051	0.125	3.603	60.533
1.099	1.012	5.973	0.172	3.715	46.532
1.622	1.059	0.066	0.156	5.056	38.791
1.891	1.295	0.125	0.133	3.095	38.864
1.979	1.033	1.301	0.195	1.965	36.977
1.908	1.786	15.875	0.156	1.832	72.888
1.291	5.001	7.645	0.156	2.681	132.959
1.962	1.020	8.910	0.141	1.981	53.093
1.341	1.118	4.289	0.125	1.620	41.098
1.236	1.738	0.273	0.125	2.547	44.041
1.970	1.122	5.824	0.117	1.144	40.933
1.972	1.423	11.645	0.195	1.833	59.956
1.938	1.398	14.090	0.086	2.480	63.020
1.948	1.553	1.254	0.125	2.007	40.339
1.576	1.741	5.723	0.117	2.983	54.451
0.668	1.431	6.609	0.156	1.478	46.670
1.761	1.983	0.773	0.133	2.501	47.961
1.730	3.322	1.652	0.211	2.187	74.401
1.417	1.351	7.098	0.156	3.954	52.139
1.580	1.074	5.066	0.203	2.438	42.608
1.950	1.210	12.691	0.148	2.475	61.551
1.848	1.022	3.730	0.164	1.841	42.456
1.756	1.666	3.465	0.148	3.354	47.188
1.322	1.307	0.520	0.133	3.306	38.080
1.998	1.014	6.969	0.141	2.014	45.200
1.482	5.170	11.113	0.117	2.074	150.979
1.642	1.052	1.879	0.125	4.407	42.721
1.780	1.102	12.863	0.148	3.000	58.235
1.930	1.007	8.832	0.148	1.697	51.550
1.448	1.713	10.328	0.156	1.559	56.750
1.995	1.441	13.102	0.117	3.558	63.030
1.916	1.769	13.441	0.156	2.846	70.405
1.514	1.069	6.129	0.211	3.946	45.962
1.959	1.250	8.641	0.180	2.765	53.624
1.110	2.272	12.891	0.164	2.115	73.735
1.695	1.123	13.887	0.203	2.974	61.076
1.987	1.212	2.977	0.203	2.961	45.268
1.970	1.138	15.949	0.172	3.420	65.531
1.812	1.122	12.406	0.133	1.815	58.555
1.968	1.068	3.211	0.141	1.384	36.951
0.456	1.122	0.215	0.125	2.590	35.830
1.998	1.620	6.801	0.148	2.026	51.603
1.133	2.070	1.973	0.141	3.270	46.697
1.388	2.280	8.402	0.117	4.329	68.157
1.220	1.339	14.332	0.211	4.381	62.016
2.000	2.230	12.965	0.180	2.782	77.364
1.808	2.951	14.684	0.164	2.385	89.216
1.864	1.240	4.746	0.141	1.875	44.105
1.609	1.596	4.500	0.133	3.289	50.025
1.298	1.317	5.422	0.172	2.287	46.985
1.395	1.209	11.117	0.148	3.980	58.063
1.991	1.307	3.137	0.156	2.662	44.035
1.841	1.626	14.672	0.172	2.508	67.493
1.181	3.499	2.930	0.180	2.199	81.650
1.522	2.313	1.566	0.172	4.151	60.986
0.402	1.476	8.129	0.203	4.516	55.689
1.713	1.173	12.992	0.164	4.331	63.901
1.976	1.022	2.438	0.156	1.756	40.347
1.354	1.237	1.691	0.133	2.379	34.309
1.996	3.039	12.359	0.125	1.978	86.977
1.827	1.881	9.172	0.141	1.918	59.733
0.605	1.347	3.027	0.117	3.828	40.669
1.959	1.402	8.051	0.172	2.936	54.100
1.845	2.040	8.832	0.195	1.958	60.172
1.832	1.208	10.098	0.211	2.216	51.324
1.737	1.096	10.125	0.133	3.472	54.280
1.980	1.140	13.375	0.195	2.751	61.130
0.494	1.370	4.070	0.211	3.272	43.095
1.986	1.171	9.551	0.133	2.523	53.857
1.777	1.063	11.164	0.102	3.637	55.778
2.000	1.066	7.137	0.172	4.619	54.985
1.986	1.539	13.938	0.203	2.580	66.848
1.373	1.445	5.797	0.172	3.070	52.157
1.830	1.152	3.727	0.172	2.684	42.193
1.614	1.231	10.531	0.172	1.712	55.640
1.980	1.324	3.449	0.148	2.372	43.514
1.707	1.317	9.766	0.164	2.863	56.259
1.160	1.091	9.984	0.195	3.482	52.505
1.864	2.007	3.895	0.164	3.572	56.428
1.315	1.055	0.195	0.172	3.485	40.205
1.995	1.052	13.941	0.203	3.881	65.668
0.828	1.201	13.543	0.195	2.483	61.142
1.731	1.017	15.605	0.172	4.621	69.356
1.529	1.057	11.578	0.141	1.765	53.016
1.990	1.034	8.133	0.156	5.101	52.645
1.970	1.417	6.914	0.117	3.764	54.216
1.896	1.079	10.488	0.148	2.558	53.416
1.811	1.476	7.594	0.133	2.575	53.598
1.384	1.943	11.176	0.141	1.684	63.162
1.260	1.157	11.148	0.141	2.897	56.513
1.843	1.511	0.398	0.172	1.950	37.899
1.549	1.658	1.004	0.211	2.743	45.037
1.973	2.015	3.977	0.086	2.280	52.899
1.825	1.160	1.207	0.227	1.274	39.212
