0.000	9.824	0.148	2.465	2.170	1.976	51.270
0.000	14.043	0.156	3.654	1.177	1.991	93.413
0.000	4.031	0.141	4.156	1.443	1.967	19.066
0.000	6.227	0.148	2.988	1.006	0.786	36.017
0.000	10.066	0.133	2.635	1.032	1.753	48.501
0.000	12.145	0.188	3.659	1.622	1.913	71.442
0.016	6.832	0.180	3.966	2.863	1.158	31.152
0.000	10.094	0.117	2.309	1.868	1.669	53.962
0.001	0.211	0.180	2.711	1.489	1.218	2.804
0.165	13.320	0.164	1.922	1.021	1.717	70.923
0.006	2.742	0.172	2.955	1.495	1.886	3.490
0.002	14.082	0.180	2.420	3.618	0.818	101.346
0.000	8.387	0.164	2.815	1.306	1.992	51.558
0.000	9.492	0.109	3.040	1.339	1.997	46.510
0.001	5.020	0.117	5.003	1.448	0.192	34.484
0.000	6.062	0.125	3.608	1.050	1.913	34.004
0.000	14.355	0.141	3.291	1.277	1.422	76.548
0.036	10.734	0.156	1.452	1.117	1.481	58.629
0.000	4.562	0.219	2.711	1.310	1.947	27.115
0.000	3.547	0.117	2.558	1.094	1.952	14.630
0.000	13.762	0.109	3.595	1.064	1.825	77.367
0.000	9.461	0.156	3.818	2.828	1.936	60.993
0.000	0.391	0.172	2.535	1.065	1.997	3.124
0.000	5.570	0.125	2.088	1.922	1.983	42.710
0.000	15.430	0.180	3.965	1.326	1.378	83.026
0.208	12.688	0.148	2.981	1.227	1.853	78.534
0.003	5.105	0.164	3.114	1.179	1.942	32.818
0.001	3.508	0.078	3.563	1.101	1.749	12.778
0.000	14.758	0.188	3.924	1.667	1.798	85.257
0.102	5.461	0.156	2.764	1.159	1.277	26.064
0.000	4.684	0.156	2.231	1.860	1.769	20.561
0.074	5.125	0.203	2.456	3.691	0.428	39.845
0.137	6.152	0.172	3.234	1.013	1.816	44.244
0.000	11.785	0.180	2.270	1.075	1.792	90.066
0.000	4.801	0.211	2.134	1.053	1.163	28.675
0.006	8.312	0.094	2.669	1.545	1.981	59.646
0.018	15.617	0.180	2.502	1.098	1.862	93.788
0.249	14.359	0.203	2.180	1.103	1.901	82.049
0.001	4.273	0.148	3.972	1.060	0.904	25.625
0.000	3.270	0.156	2.009	1.854	1.979	9.586
0.002	15.504	0.102	1.764	1.171	1.905	94.200
0.002	12.660	0.164	2.032	1.494	1.993	72.166
0.000	10.559	0.164	3.009	1.026	1.823	53.579
0.000	6.941	0.203	2.578	5.113	0.534	45.152
0.002	13.836	0.148	3.279	2.652	1.342	77.536
